id;Severity;age_classes;day_week;DEFORMED_classes;m_harm_classes;hour;impact1_classes;lgt_cond;make;man_coll;month;p_crash1;pcrash4;pcrash5;rel_road;reljct1;reljct2;rest_use;sex;speed_classes;typ_int;valign;vnum_lan;vsurcond;vtrafway;weather_classes
14953;0;7;3;4;1;19;13;1;7.0;4;7;1;2;2;1;0;2;3.0;1.0;4;2;2;3;2;2;1
14959;0;10;6;4;1;4;13;4;2.0;1;7;1;2;2;1;0;1;3.0;1.0;4;1;2;3;2;2;1
14960;1;7;5;4;1;6;13;1;2.0;4;7;1;2;2;1;0;2;3.0;1.0;4;3;2;3;2;2;1
14969;0;6;1;4;5;19;1;1;7.0;1;8;8;2;2;1;0;1;3.0;1.0;4;1;4;3;2;2;1
14971;1;8;5;1;5;18;1;1;2.0;1;8;8;3;2;1;0;8;2.0;2.0;2;1;2;3;2;2;1
14972;1;8;7;4;5;19;1;1;7.0;1;8;1;2;3;4;0;1;3.0;1.0;3;1;2;3;2;2;1
14973;0;6;7;2;1;16;7;1;2.0;2;8;7;2;2;1;0;8;3.0;1.0;4;1;2;3;2;2;1
14974;1;6;7;3;1;16;13;1;8.0;2;8;1;2;2;1;0;8;3.0;1.0;4;1;2;3;2;2;1
14976;0;7;1;4;1;18;13;1;2.0;3;8;8;2;2;1;0;1;3.0;1.0;4;1;3;3;2;2;1
14977;0;9;4;4;1;15;13;1;2.0;3;8;8;2;2;1;0;1;3.0;1.0;3;1;4;3;2;2;1
14979;0;7;1;4;4;19;13;1;10.0;1;8;8;2;3;4;0;1;3.0;1.0;6;1;4;3;2;2;1
14981;1;10;5;4;1;18;2;1;4.0;4;8;1;2;2;1;0;2;3.0;1.0;4;3;2;3;2;2;1
14982;0;8;3;3;1;11;13;1;7.0;2;8;2;3;2;1;0;1;3.0;1.0;4;1;2;3;2;3;1
14987;0;8;4;4;1;20;13;1;7.0;4;8;1;2;2;1;0;2;3.0;1.0;4;2;2;3;2;5;1
14990;1;8;2;4;5;5;1;4;7.0;1;8;1;2;2;1;0;1;3.0;1.0;4;1;2;3;2;2;1
14991;0;10;2;3;5;11;1;1;7.0;1;8;1;2;2;1;0;2;3.0;1.0;3;2;2;3;2;2;1
14992;1;4;1;2;1;20;20;3;10.0;4;8;1;2;2;1;0;2;3.0;1.0;3;2;2;3;2;2;1
15001;1;10;6;4;5;23;13;2;7.0;1;9;8;2;3;4;0;1;3.0;1.0;4;1;3;3;2;2;1
15006;0;8;1;2;1;15;7;1;7.0;2;10;1;2;2;1;0;1;3.0;1.0;4;1;2;3;2;2;1
15007;1;8;1;3;1;15;13;1;7.0;2;10;1;2;2;1;0;1;3.0;1.0;4;1;2;3;2;2;1
15009;0;5;4;4;1;14;1;1;4.0;1;5;8;2;3;4;0;3;3.0;1.0;6;4;2;3;2;2;1
15016;0;7;3;4;5;8;1;1;7.0;1;7;1;3;2;1;0;8;3.0;1.0;4;1;2;3;2;2;1
15018;0;8;1;4;1;1;13;3;7.0;3;7;1;2;2;1;1;12;3.0;1.0;5;1;2;3;2;4;1
15020;1;7;5;4;1;14;2;1;7.0;4;8;1;2;2;1;0;2;3.0;1.0;5;3;2;3;2;2;1
15023;1;10;6;4;1;18;12;1;7.0;1;8;1;2;3;4;0;1;3.0;1.0;5;1;2;3;2;2;1
15025;1;10;7;4;1;12;7;1;7.0;2;9;7;2;2;1;0;8;3.0;2.0;4;1;2;3;2;2;1
15027;0;8;7;4;1;18;7;2;2.0;2;12;1;2;2;1;0;1;2.0;1.0;5;1;2;3;2;4;1
15030;1;7;6;4;1;22;13;3;2.0;4;2;1;2;2;1;0;2;1.0;1.0;4;2;2;3;2;3;1
15031;0;4;6;4;1;12;13;1;4.0;3;2;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
15033;1;7;4;4;5;17;13;3;4.0;1;3;8;2;3;4;0;1;2.0;1.0;5;1;4;3;2;2;1
15034;1;8;2;4;1;15;7;1;10.0;2;3;5;2;2;1;0;1;1.0;1.0;2;1;2;3;2;2;1
15035;1;7;5;1;5;20;1;3;7.0;1;3;8;2;3;4;0;8;1.0;1.0;2;1;2;3;2;2;1
15037;1;9;4;4;1;10;13;1;2.0;4;3;1;2;2;1;0;2;2.0;1.0;4;2;2;3;2;2;1
15038;1;9;1;4;1;17;12;1;7.0;6;3;8;2;2;1;0;1;1.0;1.0;3;1;3;3;2;2;1
15039;1;10;2;4;5;12;1;1;7.0;1;3;8;2;3;4;0;1;1.0;1.0;3;1;4;3;2;2;1
15040;0;8;4;4;1;5;4;3;7.0;4;3;8;2;2;1;0;2;1.0;1.0;4;2;4;3;2;3;1
15042;0;8;6;4;1;14;13;1;7.0;3;3;8;3;2;1;0;1;1.0;1.0;5;1;3;3;2;2;1
15044;0;5;1;4;5;17;12;1;4.0;6;3;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
15045;1;9;7;4;4;10;13;1;7.0;1;4;1;2;3;4;0;1;1.0;1.0;5;1;2;3;2;3;1
15046;0;4;1;4;5;23;1;3;4.0;1;4;8;2;3;4;0;1;3.0;1.0;5;1;4;3;2;2;1
15049;1;3;2;4;1;14;13;1;4.0;1;4;8;2;3;4;0;1;3.0;1.0;7;1;3;3;2;2;1
15050;1;4;3;4;5;21;1;3;10.0;1;4;8;2;2;1;0;1;1.0;1.0;4;1;4;3;2;2;1
15052;0;4;5;4;1;7;13;1;4.0;4;5;1;2;2;1;0;8;1.0;1.0;4;1;2;3;2;2;1
15055;0;8;7;4;1;22;13;3;4.0;4;5;1;2;2;1;0;2;1.0;1.0;5;2;2;3;2;2;1
15056;1;10;7;4;1;10;13;1;7.0;4;5;1;2;2;1;0;8;3.0;1.0;5;1;2;3;2;2;1
15057;1;6;7;4;1;14;13;1;7.0;4;5;7;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
15060;0;6;6;4;1;5;13;4;10.0;1;6;8;2;3;4;0;1;3.0;1.0;4;1;3;3;2;2;1
15062;0;4;1;4;1;23;13;3;4.0;2;6;1;2;2;1;0;1;1.0;1.0;7;1;2;4;2;4;1
15066;0;8;6;4;5;21;13;3;7.0;1;6;1;2;3;4;0;3;1.0;1.0;4;1;2;3;2;2;1
15068;0;6;1;4;1;3;13;3;4.0;3;6;1;2;2;1;0;1;1.0;1.0;6;1;2;3;2;4;1
15069;1;2;2;4;1;20;10;3;4.0;4;6;8;2;2;1;0;8;1.0;1.0;4;1;4;3;2;2;1
15070;0;9;2;4;2;21;13;3;7.0;1;6;8;2;3;4;0;1;1.0;1.0;5;1;3;3;2;3;1
15072;1;7;4;4;1;11;4;1;7.0;4;6;1;2;2;1;0;8;1.0;1.0;4;1;2;3;2;2;1
15073;0;7;6;4;2;3;13;3;4.0;1;6;8;2;3;4;0;1;1.0;1.0;5;1;4;3;2;2;1
15077;0;8;7;4;5;13;13;1;7.0;1;7;7;2;3;4;0;1;1.0;1.0;5;1;2;3;2;2;1
15078;1;5;2;4;1;19;11;5;7.0;1;7;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
15083;0;5;1;4;4;16;13;1;10.0;1;7;1;2;3;4;0;1;3.0;1.0;6;1;2;3;2;2;1
15086;0;6;2;4;1;21;13;3;8.0;1;8;8;2;3;4;0;1;1.0;1.0;5;1;4;3;2;2;1
15089;0;7;3;4;4;16;13;1;1.0;1;8;8;2;3;4;0;1;1.0;1.0;5;1;3;3;2;2;1
15090;1;6;4;4;5;13;1;1;2.0;1;8;8;2;3;4;0;5;2.0;1.0;6;1;3;4;2;7;1
15094;1;8;6;4;5;23;1;3;7.0;1;8;1;2;3;4;0;1;2.0;1.0;5;1;2;3;2;2;1
15096;1;6;6;4;1;17;13;1;4.0;4;9;1;2;2;1;0;2;1.0;1.0;6;2;2;3;2;2;1
15098;1;7;5;4;1;16;13;1;7.0;2;9;1;2;2;1;0;3;2.0;1.0;4;3;2;3;2;2;1
15100;1;3;7;4;5;22;1;3;7.0;1;9;8;2;3;4;0;1;2.0;1.0;4;1;3;3;2;2;1
15102;1;12;5;4;4;12;13;1;7.0;1;9;8;2;3;4;0;1;1.0;1.0;5;1;4;3;2;3;1
15106;0;5;7;4;1;12;3;1;2.0;4;10;1;2;2;1;0;8;2.0;1.0;4;1;2;3;2;2;1
15107;1;9;7;4;1;13;13;1;7.0;4;10;1;2;2;1;0;2;2.0;1.0;4;2;2;3;2;3;1
15109;0;9;4;4;1;16;11;1;8.0;4;10;1;2;2;1;0;3;1.0;1.0;4;2;2;3;2;3;1
15114;0;7;4;4;1;7;13;1;7.0;4;11;1;2;2;1;0;2;2.0;1.0;5;2;2;3;2;3;1
15115;0;4;1;4;1;20;13;2;4.0;4;10;1;2;2;1;0;8;1.0;1.0;5;1;2;3;2;3;1
15116;1;6;5;3;5;22;1;3;4.0;1;11;3;2;2;1;0;1;1.0;1.0;3;1;2;3;2;2;1
15117;0;2;7;4;1;9;18;1;2.0;4;11;1;2;2;1;0;8;3.0;1.0;2;1;2;3;2;2;1
15118;0;8;4;4;1;19;13;3;7.0;1;12;1;2;2;1;0;1;2.0;1.0;5;1;2;3;2;3;1
15126;1;10;4;4;1;17;13;1;7.0;4;8;1;2;2;1;0;2;1.0;1.0;3;2;2;3;2;2;1
15132;0;8;1;2;5;12;1;1;1.0;1;8;1;3;3;2;0;1;1.0;1.0;3;1;2;3;9;2;1
15133;1;10;3;4;1;14;4;1;8.0;4;8;8;2;2;1;0;2;1.0;1.0;2;2;2;3;2;4;1
15137;0;3;3;4;5;18;15;2;4.0;1;1;8;2;3;4;0;1;3.0;1.0;4;1;3;3;2;2;1
15138;0;7;7;4;4;24;15;2;2.0;1;1;8;2;3;4;0;1;3.0;1.0;5;1;4;3;2;2;1
15145;1;10;6;4;5;15;1;1;4.0;1;2;1;2;2;1;0;1;1.0;1.0;3;1;2;3;2;2;1
15147;0;4;3;3;5;20;15;2;10.0;1;2;8;2;3;3;0;1;1.0;1.0;6;1;3;4;2;3;1
15151;1;9;2;4;1;19;19;3;8.0;6;3;8;2;2;1;0;1;3.0;1.0;4;1;4;5;2;5;1
15154;1;8;7;4;1;9;18;1;7.0;5;3;1;2;2;1;0;1;3.0;1.0;4;1;2;3;2;2;1
15157;1;10;2;4;1;16;13;1;2.0;4;3;1;2;2;1;0;2;3.0;1.0;4;3;2;3;2;3;1
15158;1;9;3;4;1;17;13;1;2.0;4;2;1;2;2;1;0;2;3.0;1.0;3;2;2;3;2;2;1
15161;1;9;5;4;1;17;13;1;7.0;4;2;1;2;2;1;0;2;3.0;1.0;3;2;2;6;2;5;1
15162;0;3;1;4;1;12;13;1;2.0;4;3;1;3;2;1;0;2;1.0;1.0;4;3;2;3;2;3;1
15163;1;5;5;4;1;18;13;5;4.0;4;3;1;3;2;1;0;2;3.0;2.0;3;2;2;5;2;5;1
15164;1;9;7;4;1;16;18;1;7.0;4;3;1;3;2;1;0;2;3.0;1.0;4;2;2;4;2;3;1
15169;0;8;7;4;5;16;1;1;7.0;4;4;1;2;2;1;1;12;3.0;1.0;5;1;2;5;2;4;1
15176;0;4;5;4;1;8;1;1;8.0;1;4;8;2;2;1;0;2;1.0;1.0;3;2;2;5;2;2;1
15180;0;9;1;4;1;13;13;1;7.0;3;4;8;2;2;1;0;1;3.0;1.0;4;1;3;3;2;2;1
15181;1;7;1;4;5;13;1;1;7.0;3;4;8;2;2;1;0;1;1.0;2.0;4;1;3;3;2;2;1
15184;1;10;6;4;1;16;22;1;7.0;4;4;1;3;2;1;0;1;1.0;1.0;5;1;2;3;2;3;1
15185;1;5;1;4;1;1;13;3;4.0;2;5;1;2;2;1;0;3;3.0;1.0;3;2;2;4;2;3;1
15187;1;8;1;4;5;18;13;1;7.0;2;5;7;2;3;2;0;1;1.0;1.0;5;1;2;3;2;2;1
15189;0;6;7;4;1;21;13;2;7.0;1;5;1;2;2;1;0;1;3.0;1.0;4;1;2;4;2;4;1
15193;1;9;7;4;5;15;15;1;7.0;1;5;1;2;2;1;0;1;3.0;1.0;3;1;2;3;2;2;1
15194;1;7;7;4;5;13;1;1;7.0;1;5;1;3;3;2;0;1;3.0;1.0;5;1;2;8;2;4;1
15196;0;10;7;3;1;15;13;1;7.0;1;5;8;2;3;4;0;1;3.0;1.0;4;1;4;4;2;2;1
15202;1;7;6;4;1;22;21;3;4.0;1;5;1;2;2;3;0;8;3.0;1.0;3;1;2;4;2;3;1
15203;0;9;1;4;1;21;13;3;10.0;3;5;8;2;2;1;0;1;3.0;1.0;5;1;3;6;2;5;1
15205;1;9;2;4;1;10;7;1;2.0;2;6;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;3;1
15206;0;12;7;4;5;22;15;2;4.0;1;6;1;2;3;4;0;1;1.0;1.0;5;1;2;3;2;3;1
15207;1;6;6;4;1;13;13;1;4.0;2;6;8;3;2;1;0;1;1.0;1.0;6;1;4;3;2;4;1
15210;0;5;6;4;1;17;13;1;10.0;4;6;1;2;2;1;0;2;3.0;1.0;5;3;2;3;2;2;1
15214;1;9;6;4;5;20;15;2;7.0;1;7;1;2;3;3;0;1;1.0;1.0;5;1;2;3;2;3;1
15215;0;7;4;4;2;4;15;1;2.0;1;7;8;2;3;4;0;1;3.0;1.0;4;1;4;3;2;2;1
15216;0;7;4;4;1;7;7;1;4.0;2;7;7;2;2;1;0;1;1.0;1.0;5;1;2;7;2;4;1
15217;1;5;6;4;1;23;13;2;2.0;4;7;7;2;2;1;0;2;3.0;1.0;5;3;2;3;2;2;1
15219;1;6;6;4;1;4;1;3;4.0;1;7;1;2;2;1;0;2;1.0;1.0;3;2;2;6;2;5;1
15220;0;9;6;4;1;8;13;1;2.0;4;8;1;3;2;1;0;8;1.0;1.0;3;1;2;3;2;2;1
15222;0;3;2;4;1;20;13;3;4.0;4;8;1;3;2;1;0;2;3.0;1.0;4;2;2;4;2;3;1
15230;0;3;4;4;4;2;15;2;2.0;1;9;8;2;3;4;0;1;1.0;1.0;7;1;4;3;2;3;1
15231;0;8;6;4;5;20;21;2;7.0;1;9;8;2;3;4;0;1;3.0;1.0;3;1;4;3;2;2;1
15232;1;4;7;4;1;2;13;2;4.0;2;9;1;2;2;1;0;1;1.0;1.0;6;1;2;5;2;2;1
15233;1;3;7;4;1;4;1;3;10.0;1;9;1;2;2;1;1;2;3.0;1.0;4;3;2;4;2;3;1
15236;1;9;7;4;1;11;18;1;7.0;6;9;8;2;2;1;0;1;1.0;1.0;3;1;3;3;2;2;1
15237;0;10;7;4;1;11;18;1;7.0;6;9;8;2;2;1;0;1;1.0;1.0;3;1;4;3;2;2;1
15239;0;8;7;4;1;1;7;3;2.0;2;9;1;2;2;1;0;1;3.0;1.0;4;1;2;5;2;5;1
15241;1;4;4;4;1;22;13;3;4.0;4;8;1;2;2;1;0;2;1.0;1.0;3;2;2;5;2;5;1
15243;1;3;2;4;1;20;13;3;2.0;3;8;1;2;2;1;0;8;1.0;1.0;3;1;2;6;2;5;1
15246;1;7;5;4;5;14;1;1;7.0;1;9;8;2;3;4;0;1;3.0;1.0;4;1;4;3;2;2;1
15250;1;6;4;4;5;17;1;5;7.0;1;10;1;3;2;1;0;1;1.0;1.0;4;1;2;4;2;4;1
15253;1;4;2;4;1;16;13;1;7.0;4;10;1;2;2;1;0;2;3.0;2.0;3;2;2;4;2;4;1
15256;1;3;7;4;5;24;1;3;10.0;1;9;8;3;2;1;0;1;1.0;1.0;4;1;3;4;2;2;1
15257;1;10;7;4;1;12;1;1;7.0;1;9;2;3;2;1;0;1;3.0;1.0;5;1;2;5;2;4;1
15258;1;4;7;4;1;12;15;1;2.0;1;9;2;3;2;1;0;1;3.0;1.0;5;1;2;5;2;4;1
15260;0;3;1;4;1;15;1;1;4.0;1;9;1;3;2;1;0;8;1.0;1.0;5;1;2;3;2;3;1
15264;0;4;1;4;1;24;13;3;7.0;1;10;1;2;3;4;0;3;3.0;2.0;3;3;2;5;2;5;1
15266;1;11;4;4;5;9;1;1;7.0;1;10;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
15267;1;6;5;4;1;17;13;1;3.0;4;10;1;3;2;1;0;8;1.0;1.0;3;1;2;5;2;5;1
15270;1;9;4;4;1;17;18;1;7.0;4;11;8;2;2;1;0;2;3.0;1.0;2;3;2;2;2;3;1
15271;1;9;3;4;1;23;13;3;7.0;1;11;1;2;3;4;0;1;3.0;1.0;5;1;2;5;2;4;1
15272;0;8;7;4;5;14;1;1;7.0;1;11;1;2;3;2;0;1;1.0;1.0;5;1;2;3;2;2;1
15273;1;8;4;4;5;14;1;1;7.0;1;11;1;3;2;1;0;8;3.0;1.0;3;1;2;3;2;2;1
15276;1;4;6;4;1;13;13;1;4.0;2;11;7;2;2;1;1;12;1.0;1.0;3;1;2;4;2;6;1
15278;0;7;7;4;1;13;7;1;10.0;2;11;2;2;2;1;0;1;3.0;1.0;3;1;2;5;2;5;1
15283;0;5;4;4;1;16;13;1;2.0;4;12;1;3;2;1;0;2;1.0;1.0;4;3;2;4;2;3;1
15284;0;3;6;3;5;20;1;2;2.0;4;11;1;2;2;1;0;8;1.0;1.0;4;1;2;3;2;3;1
15286;1;3;3;4;1;20;13;3;2.0;4;11;1;2;2;1;0;2;1.0;1.0;4;2;2;6;2;5;1
15287;1;3;7;4;1;12;13;1;4.0;4;11;1;2;2;1;0;3;1.0;1.0;3;2;2;5;2;5;1
15288;1;10;3;4;1;17;13;5;10.0;2;11;1;2;2;1;0;1;1.0;1.0;3;1;2;5;2;4;1
15293;1;8;6;4;1;12;13;1;10.0;4;12;1;2;2;1;0;2;3.0;1.0;4;3;2;5;2;5;1
15296;0;3;4;4;1;18;13;6;2.0;3;3;1;2;2;1;0;1;1.0;1.0;7;1;2;3;2;2;1
15338;1;3;3;3;5;24;2;6;8.0;1;8;1;2;3;3;0;1;3.0;1.0;4;1;2;3;2;4;1
15370;0;7;3;4;5;15;1;1;7.0;1;1;8;2;3;5;0;1;1.0;1.0;4;1;3;3;2;2;1
15372;0;7;5;4;1;18;13;3;7.0;4;1;1;2;2;1;0;2;2.0;1.0;4;3;2;5;2;5;1
15373;1;3;3;4;1;9;13;1;4.0;3;1;1;2;2;1;0;3;2.0;1.0;3;2;2;5;2;5;1
15374;1;8;4;4;1;17;21;3;7.0;5;1;8;2;2;1;0;1;2.0;1.0;5;1;4;4;2;4;1
15375;0;6;6;4;1;20;1;3;2.0;1;1;1;2;2;1;0;1;2.0;1.0;4;1;2;5;2;5;1
15377;1;13;7;4;1;7;18;1;7.0;1;1;8;2;3;3;0;1;2.0;1.0;5;1;2;6;2;4;1
15379;0;3;7;3;1;14;18;1;2.0;6;1;1;2;2;1;0;1;2.0;1.0;2;1;2;6;2;5;1
15380;1;9;6;4;5;15;13;1;7.0;1;1;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
15381;0;10;1;4;1;11;1;1;3.0;6;1;8;3;2;1;0;1;2.0;1.0;4;1;3;3;2;2;1
15383;0;6;2;4;1;10;13;1;1.0;3;1;8;2;2;1;0;3;1.0;1.0;4;4;4;3;3;2;1
15384;1;3;3;4;1;9;1;1;2.0;1;1;1;2;2;1;0;2;1.0;1.0;4;3;2;3;2;2;1
15385;0;3;1;4;5;17;1;5;10.0;1;1;1;3;2;1;0;2;2.0;2.0;3;2;2;4;2;3;1
15387;0;3;4;3;5;19;1;2;2.0;1;1;1;3;2;1;0;1;2.0;1.0;5;1;2;3;3;4;1
15388;0;6;7;4;1;18;13;3;7.0;1;1;8;3;3;7;0;1;2.0;1.0;6;1;4;3;2;2;1
15392;1;9;6;3;1;10;1;1;7.0;1;1;1;3;2;1;0;8;2.0;1.0;4;1;2;3;2;3;1
15396;1;4;3;3;1;14;1;1;8.0;1;2;7;3;2;1;0;1;2.0;1.0;6;1;2;5;2;5;1
15400;1;7;1;3;1;15;13;1;7.0;2;2;7;3;2;1;0;1;2.0;1.0;5;1;2;4;2;4;1
15402;0;9;3;3;5;10;1;1;7.0;1;2;8;2;3;5;0;1;2.0;1.0;4;1;4;3;2;2;1
15403;0;5;2;4;3;21;1;3;2.0;1;2;7;3;2;1;0;1;2.0;1.0;6;1;2;4;2;5;1
15410;0;11;1;4;1;11;1;1;7.0;1;2;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
15411;0;10;1;4;5;12;1;1;7.0;1;2;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
15412;0;9;7;4;1;12;13;1;2.0;3;1;1;2;2;1;0;1;2.0;1.0;5;1;2;3;2;4;1
15414;0;10;6;4;1;16;7;1;7.0;2;2;1;2;2;1;0;1;2.0;1.0;4;1;2;3;2;2;1
15421;0;8;5;3;1;16;13;1;7.0;2;2;7;2;2;1;0;1;2.0;1.0;5;1;2;6;2;4;1
15424;0;5;7;3;1;2;13;2;7.0;2;3;1;2;2;1;0;1;2.0;1.0;6;1;2;5;2;4;1
15425;0;6;7;4;1;2;7;2;2.0;2;3;1;2;2;1;0;1;2.0;1.0;4;1;2;3;2;4;1
15435;0;7;6;4;5;16;1;1;7.0;1;3;8;3;3;2;0;1;2.0;1.0;5;1;4;3;2;2;1
15437;0;6;4;4;5;7;13;1;7.0;4;3;7;2;2;1;0;2;2.0;1.0;5;2;2;3;2;2;1
15440;1;10;5;4;5;9;1;1;8.0;1;3;1;3;2;1;0;8;2.0;1.0;3;1;2;3;2;2;1
15442;0;6;4;2;5;20;1;2;4.0;1;3;1;3;2;1;0;8;2.0;1.0;4;1;2;3;2;4;1
15445;0;5;5;4;1;19;13;5;4.0;3;3;8;2;2;1;0;1;2.0;1.0;5;1;3;3;2;2;1
15447;0;6;3;3;1;6;13;2;7.0;4;3;1;2;2;1;0;1;2.0;1.0;3;1;2;5;2;4;1
15451;1;6;6;4;1;9;13;1;2.0;2;4;1;2;2;1;0;1;2.0;1.0;5;1;2;5;2;4;1
15453;0;8;2;4;1;16;13;1;10.0;3;4;8;2;2;1;0;1;2.0;1.0;4;1;3;3;2;2;1
15459;1;7;1;4;1;18;1;3;2.0;1;1;8;2;2;1;0;1;1.0;1.0;3;1;3;3;2;2;1
15460;0;4;5;4;1;14;13;1;4.0;2;4;7;2;2;1;0;8;2.0;1.0;4;1;2;3;2;2;1
15463;0;11;3;4;5;14;1;1;7.0;1;4;8;2;3;4;0;1;1.0;1.0;5;1;4;3;2;2;1
15466;0;4;3;4;1;9;1;1;2.0;1;5;1;3;2;1;0;2;2.0;1.0;4;3;2;3;2;3;1
15471;0;9;7;3;1;18;13;1;7.0;2;5;1;3;2;1;0;1;2.0;1.0;4;1;2;3;2;2;1
15472;0;6;3;4;5;7;1;1;10.0;1;4;1;3;2;1;0;1;1.0;1.0;5;1;2;6;2;4;1
15477;0;6;7;4;5;10;1;1;7.0;1;4;1;3;2;1;0;1;2.0;1.0;4;1;2;4;2;4;1
15480;0;10;1;4;5;13;1;1;7.0;1;4;8;3;2;1;0;1;2.0;1.0;5;1;4;3;2;2;1
15491;1;4;1;4;1;22;13;2;8.0;2;2;7;2;2;1;0;1;2.0;1.0;5;1;2;5;2;4;1
15492;1;3;1;4;1;22;13;3;4.0;4;2;1;2;2;1;0;8;2.0;1.0;3;1;2;5;2;2;1
15498;0;6;6;3;1;23;1;3;10.0;1;4;1;2;2;1;0;1;2.0;1.0;5;1;2;7;2;4;1
15501;1;3;3;4;1;22;13;3;4.0;4;5;1;2;2;1;0;8;2.0;1.0;5;1;2;3;2;3;1
15504;1;4;5;4;1;16;13;1;2.0;3;5;8;2;2;1;0;1;2.0;1.0;3;1;3;3;2;2;1
15506;1;6;1;4;5;15;1;1;8.0;1;5;8;2;3;3;0;1;1.0;1.0;5;1;3;3;2;4;1
15507;0;5;7;3;1;16;13;1;4.0;1;5;1;2;2;1;0;1;2.0;1.0;5;1;2;3;2;2;1
15510;1;5;3;4;1;7;13;1;2.0;2;5;1;2;2;1;0;1;2.0;1.0;5;1;2;7;2;4;1
15511;1;9;7;4;5;17;1;1;2.0;1;5;1;3;2;1;0;2;2.0;1.0;2;2;2;4;2;2;1
15517;0;4;6;4;1;18;15;1;4.0;1;5;8;2;3;4;0;1;2.0;1.0;5;1;4;3;2;3;1
15524;1;5;1;4;1;18;13;1;10.0;4;5;1;2;2;1;0;2;2.0;1.0;4;2;2;5;2;3;1
15531;1;4;5;4;1;21;13;3;4.0;4;6;1;2;2;1;0;2;2.0;1.0;4;3;2;3;2;2;1
15533;1;4;2;4;1;13;13;1;7.0;4;6;8;2;2;1;0;2;2.0;1.0;4;2;3;3;2;2;1
15534;0;8;6;4;1;23;7;2;7.0;2;6;1;2;2;1;0;1;2.0;1.0;5;1;2;4;2;4;1
15545;1;11;4;2;5;18;1;1;2.0;1;7;1;2;3;2;0;1;1.0;1.0;4;1;2;3;2;2;1
15552;1;7;1;3;5;14;15;1;6.0;1;7;6;2;3;4;0;1;2.0;1.0;4;1;4;3;2;4;1
15553;0;5;4;3;1;5;7;4;7.0;2;7;1;2;2;1;0;1;2.0;1.0;4;1;2;6;2;4;1
15562;1;9;6;4;1;6;18;1;2.0;4;7;1;2;2;1;0;1;1.0;1.0;5;1;2;3;2;2;1
15571;0;6;7;4;1;21;1;2;7.0;1;7;1;2;2;1;0;1;1.0;1.0;4;1;2;5;2;4;1
15574;0;8;1;3;1;16;2;1;7.0;4;6;1;2;2;1;0;2;2.0;1.0;3;3;2;5;2;5;1
15579;0;3;5;4;1;2;13;3;2.0;1;7;1;2;3;3;0;1;3.0;1.0;6;1;2;3;2;3;1
15581;1;7;7;4;1;16;18;1;7.0;5;5;1;2;2;1;0;1;2.0;1.0;4;1;2;6;2;4;1
15582;1;6;1;3;5;14;1;1;7.0;2;8;1;3;2;1;0;8;2.0;1.0;4;1;2;5;2;2;1
15583;1;9;1;3;5;14;13;1;7.0;2;8;1;3;2;1;0;8;2.0;1.0;4;1;2;5;2;2;1
15586;0;3;3;4;5;10;13;1;8.0;2;8;7;2;2;1;1;12;2.0;1.0;5;1;2;5;2;4;1
15587;0;3;6;4;1;20;13;5;8.0;3;8;8;2;2;1;0;1;2.0;1.0;5;1;3;3;2;2;1
15599;0;6;7;4;1;10;21;1;7.0;5;6;1;2;2;1;0;1;1.0;1.0;5;1;2;6;2;4;1
15615;1;9;6;4;1;17;13;1;7.0;4;7;1;2;2;1;0;2;1.0;1.0;5;3;2;3;2;2;1
15619;1;9;7;4;5;9;1;1;4.0;1;8;8;3;3;6;0;1;2.0;1.0;4;1;4;3;2;2;1
15624;1;9;2;3;1;14;13;1;7.0;1;7;8;2;3;4;0;1;1.0;1.0;3;1;4;3;2;2;1
15626;1;8;3;4;5;14;15;1;7.0;1;8;8;2;3;4;0;1;2.0;1.0;5;1;4;5;2;4;1
15630;1;9;4;4;1;15;13;1;7.0;4;7;8;2;2;1;0;8;2.0;1.0;3;1;4;3;2;2;1
15633;1;5;7;4;1;24;13;3;8.0;2;3;1;2;2;1;0;1;2.0;1.0;7;1;2;7;2;4;1
15644;0;4;5;4;1;12;13;1;2.0;4;9;1;2;2;1;0;2;2.0;1.0;7;3;2;3;2;3;1
15647;0;6;1;3;1;16;13;1;1.0;3;9;1;2;2;1;0;3;2.0;1.0;4;3;4;3;2;2;1
15651;0;4;6;4;1;10;19;1;4.0;4;8;8;2;2;1;0;3;2.0;1.0;3;2;2;3;2;2;1
15653;1;7;1;4;1;15;13;1;4.0;4;8;1;3;2;1;0;8;2.0;1.0;3;1;2;5;2;5;1
15654;1;3;6;3;1;22;1;3;4.0;1;9;1;3;2;1;0;8;2.0;1.0;5;1;2;3;2;2;1
15657;1;10;3;1;5;14;1;1;10.0;1;9;8;2;2;1;0;1;3.0;1.0;2;1;2;3;2;2;1
15663;0;10;1;2;1;22;22;3;7.0;5;9;1;2;2;1;0;1;2.0;1.0;6;1;2;5;2;4;1
